rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
181,"spotify:track:3fn11I2vovWj0bVnGh3ATs","VSTRA, Tyronee, hairan, antransax","Hôn Vào Đây Đi","CDSL",52,121,6,"163752"
182,"spotify:track:4N99EuIjwSSFFFMDfTeOLU","buitruonglinh, Vũ Phụng Tiên","Em Không Khóc (feat. Vũ Phụng Tiên)","Yin Yang Media",62,184,172,"163089"
183,"spotify:track:5LQpQ6SDeaz6SIkR0lvsoC","GREY D, Chillies","đưa em về nhàa","M Music Records",3,195,146,"162054"
184,"spotify:track:2o4dDfLK6NVI7TjBm5VoMv","Lou Hoàng, Miu Lê","Yêu Một Người Có Lẽ","Onlyc Entertainment",33,152,207,"161929"
185,"spotify:track:5BJqg07SKgmFnVLOBmLFvq","Bùi Anh Tuấn","Hẹn Một Mai - From"" 4 Năm 2 Chàng 1 Tình Yêu""","1LABEL",109,199,45,"161570"
186,"spotify:track:2TtqD87P0jDPtIM0Mlw89p","Lil Liem, BIG WIND","em đi đi","Yin Yang Media",138,149,10,"159475"
187,"spotify:track:7jLSThU5Kg1RWt19Leiaxm","RPT MCK, Trung Trần","Chìm Sâu","N0L4B3L",1,173,206,"159268"
188,"spotify:track:0myRViRgmQ3J8izICXEAVO","She & Him","I Thought I Saw Your Face Today","Merge Records",188,192,3,"158681"
189,"spotify:track:0jHpGB1Xt2kIX0VaPFvStp","Tùng TeA, PC, TaynguyenSound","Già Cùng Nhau Là Được","12 trái lê",70,193,131,"158635"
190,"spotify:track:3J06iY9IRWKr1H0zIxrUby","Orange, Hoàng Dũng","Khi Em Lớn","Universal Music Indochina",4,187,221,"157706"
191,"spotify:track:40pWxpbXoBYGPCiofujjZ6","MONO","Chăm Hoa","M Music Records",9,188,67,"157073"
192,"spotify:track:3hqOrxH5qPlvrApcb7Ac8c","Ronboogz","Lan Man","MaiDao Music",33,158,146,"156255"
193,"spotify:track:55K3e7BGewGDUJ4ZQwkh7M","Only C","Người Đáng Thương Là Anh","OnlyC Production",165,-1,6,"156170"
194,"spotify:track:2rjjvcCCHF1CdnwptaXyF8","F47 Cover, meChill, Đặng Thanh Tuyền","50 Năm Về Sau","meChill",194,-1,1,"155646"
195,"spotify:track:5iMdP8UpQS4Vn43R30fhhs","Only C","Đau Để Trưởng Thành","Onlyc Entertainment",130,-1,13,"155383"
196,"spotify:track:5U30iZBlmxkpHqzb1OSnBS","Rhymastic","Yêu 5","WM Vietnam",77,198,209,"155351"
197,"spotify:track:4mZzqlaG67gUD0lAQIEVMs","Kai, Xưa Lâm, Dylann., The Felixetine","Vệt Nắng Nhạt Phai","M Music Records",176,176,2,"153516"
198,"spotify:track:5Q8NPbn3RTMedLUeWhNYsM","Quang Hùng MasterD, Hino","Mưa Đá (2.0)","M Music Records",198,-1,1,"153052"
199,"spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c","ROSÉ, Bruno Mars","APT.","Atlantic Records",2,-1,65,"152932"
200,"spotify:track:1ejRnO9sknaTpp7Fog7ART","Nguyễn Hùng","Kiếm Đâu Bây Giờ","Universal Music Indochina Distributed Labels",200,-1,1,"152468"
